target_index,sample_domain,sample_id,src,ref
384,speech,elitr_minuting-17,"(PERSON4) And I think only two or three sentences were correctly inflected in the incorrect context, like the translation was wrong. And then there are some cases where the translation was totally wrong, because the sentence was really wrong, and the part must be <unintelligible/>, but that was just like one or two cases.","(PERSON4) Und ich glaube, nur zwei oder drei Sätze waren im falschen Kontext korrekt gebeugt, als wäre die Übersetzung falsch. Und dann gibt es einige Fälle, in denen die Übersetzung völlig falsch war, weil der Satz wirklich falsch war, und der Teil muss <unverständlich/> sein, aber das war nur ein oder zwei Mal der Fall."
403,speech,elitr_minuting-19,"(PERSON1) Yeah, because I think it's a method which is very easy to test, and it always should be tested in contrast with the two encoders, and I would expect sometimes to be better and sometimes to be worse than the two encoders set up, depending on the exact task like what exactly is the second thing that you are encoding. So, maybe if you have two copies two paraphrases of the same sentence, maybe it is somehow confusing for the attention so whatever, I don't know. Behaviour also could be different for the old sequence-to-sequence methods, compared to transformer, so for RNN then it behaved differently maybe with transformer it's yeah, it's harder to train so maybe you need to whatever increase warm-ups number, warm-up sets.","(PERSON1) Ja, weil ich denke, dass es sich um eine Methode handelt, die sehr einfach zu testen ist, und sie sollte immer im Vergleich mit den beiden Encodern getestet werden, und ich würde erwarten, dass sie manchmal besser und manchmal schlechter abschneidet als die mit den beiden Encodern, abhängig von der genauen Aufgabe, also was genau das zweite Ding ist, das Sie kodieren. Falls Sie also zwei Kopien, zwei Umschreibungen desselben Satzes haben, ist es vielleicht irgendwie verwirrend für die Aufmerksamkeit, was auch immer, ich weiß es nicht. Das Verhalten könnte bei den alten Sequenz-zu-Sequenz-Methoden verglichen mit dem Transformator auch anders sein, also bei RNN verhält es sich dann anders, vielleicht ist es beim Transformator, ja, schwieriger zu trainieren, also müssen Sie vielleicht die Anzahl der Aufwärmungen, der Aufwärmsätze erhöhen."
423,speech,elitr_minuting-20,"(PERSON7) Yeah, yeah, this is very important to parallelize everything actually, parallelize both the processing of the systems as well as the evaluation of the cell DF, because he would need to run this many times, there will be errors, you need to re-run this quickly.","(PERSON7) Ja, ja, es ist sehr wichtig, alles zu parallelisieren, beides zu parallelisieren, die Verarbeitung der Systeme wie auch die Bewertung der Zell-DF, weil er das viele Male durchführen müsste, es wird Fehler geben, Sie müssen das schnell wiederholen."
426,speech,elitr_minuting-21,"(PERSON1) and then, we'll figure out which packages to install in the Petri environment.","(PERSON1) und dann werden wir herausfinden, welche Pakete wir in der Petri-Umgebung installieren müssen."
429,speech,elitr_minuting-21,"(PERSON1) Yeah, so, I mean, right now, I was doing the same.","(PERSON1) Ja, also, ich meine, gerade jetzt habe ich dasselbe gemacht."
434,speech,elitr_minuting-23,"(PERSON7) Well, okay. So, Yeah, I will check on 21st, and otherwise I will send them an e-mail.","(PERSON7) Gut, okay. Also, ja, ich werde das am 21. überprüfen, und ansonsten werde ich ihnen eine E-Mail schicken."
447,speech,elitr_minuting-3,"(PERSON2) Yeah because well in general, his exams are rather easy.","(PERSON2) Ja, weil, gut, seine Prüfungen sind im Allgemeinen ziemlich einfach."
475,user_review,baby_product-5-en_0428455-56,Musical Start,Musikalischer Start
476,user_review,baby_product-5-en_0428455-56,"The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!","Das Klavier ist super für den Start! Es legt die inneren künstlerischen Fähigkeiten und das musikalische Talent deines Kindes frei. Es hilft, eine gute Auge-Hand-Koordination zu entwickeln. Das Klavier ist nicht bloß ein Spielzeug, sondern funktioniert wirklich und ermöglicht es deinem Kind, schon im frühen Alter Musik zu machen. Wenn dein Kind in Zukunft Klavierspieler werden soll, solltest du dieses Produkt ausprobieren! Es ist sein Geld auf jeden Fall wert!"
480,user_review,beauty-3-en_0089509-89,"I had bleached my whole head and then dyed over it with a black box dye a few months ago. I then went and had highlights put in all over my head. A few weeks later I put blue/green Arctic Fox hair dye on my hair and it would not fade out. I used this stuff with Olaplex No. 3 and it lightened TREMENDOUSLY all over, removing the green and blue parts as well as lifting the dark box dye. However, after a day I noticed a green tint to my hair. Every day it gets worse and I have used the color extractor twice now, with the same results. My hair is also getting darker where the box dye was. This is a great product it just doesn't seem to last.","Ich habe vor ein paar Monaten mein ganzes Haar gebleicht und dann mit schwarzer Farbe gefärbt. Dann habe ich überall Highlights machen lassen. Ein paar Wochen danach habe ich blaue und grüne Arctic Fox-Haarfarbe in mein Haar gemacht, die einfach nicht verblassen will. Ich habe das hier mit Olaplex No. 3 angewendet und das hat alles DEUTLICH heller gemacht, sodass die grünen und blauen Stellen verschwanden und auch die schwarze Farbe heller wurde. Einen Tag später stellte ich aber einen Grünton in meinen Haaren fest. Der wird jeden Tag schlimmer und ich habe schon zweimal den Haarentfärber angewendet – mit den gleichen Ergebnissen. Mein Haar wird auch dort dunkler, wo ich die Haarfarbe angewendet habe. Das ist ein tolles Produkt, es scheint nur nicht lange zu halten."
486,user_review,digital_ebook_purchase-1-en_0353348-58,"The book was hard to keep up with as it jumped around a lot. Also the title doesn’t fit the story. The author indicated several people were infected by this alien, however left out may details on when or how it happened. I was confused at times and had to go back and re read a lot to make sure I didn’t miss anything.","Es war schwer, dem Buch zu folgen, da es viel hin und her sprang. Der Name passt auch nicht zur Geschichte. Der Autor sagt, dass mehrere Menschen von diesem Alien infiziert wurden, ließ aber Details aus, wann und wie das passierte. Ich war manchmal verwirrt und musste zurückgehen und viele Passagen nochmal lesen, um sicherzustellen, dass ich nichts überlesen habe."
491,user_review,drugstore-1-en_0530458-107,"Avoid Wifi connection- go Bluetooth! I purchased this for my wife in October, 2017. At the time, we were in the middle of relocating and living in a hotel. I couldn't get this scale to connect to the Wifi in the hotel. I decided to wait until we moved into our home and I could set up my own Wifi system. March 2018- I have set up my Wifi system and this scale still won't connect. Every time I try, I get the error message. Even when I am 10' away from the Wifi unit. I followed the YouTube setup video with no success. When I purchased the unit, I thought it would connect directly to my wife's phone (like Bluetooth). Instead, this scale uses the Wifi router to communicate to the phone. This system is limited to the router connection...which is usually not close to the bedroom unlike a cell phone! I wouldn't recommend this scale to anyone because of the Wifi connection. Instead, please look at systems that use Bluetooth for communication. I am replacing this with a Bluetooth connection scale.","Lieber Bluetooth statt WLAN-Verbindung! Ich habe dieses Produkt im Oktober 2017 für meine Frau gekauft. Damals waren wir gerade mitten im Umzug und lebten im Hotel. Ich habe es nicht geschafft, die Waage mit dem WLAN im Hotel zu verbinden. Ich entschloss mich also, zu warten, bis wir in unser eigenes Haus zogen und ich mein eigenes WLAN einrichten konnte. März 2018, ich habe mein WLAN eingerichtet und die Waage lässt sich immer noch nicht verbinden. Jedes Mal, wenn ich es versuche, kriege ich eine Fehlermeldung. Selbst wenn ich nur 10 Fuß von der WLAN-Einheit entfernt bin. Ich habe auch schon erfolglos die Einrichtungsvideos auf YouTube befolgt. Als ich das Gerät gekauft habe, dachte ich, dass es sich direkt mit dem Handy meiner Frau verbinden würde (wie Bluetooth). Stattdessen nutzt diese Waage den WLAN-Router, um mit dem Handy zu kommunizieren. Das System ist auf die Routerverbindung beschränkt… die üblicherweise nicht nahe am Schlafzimmer ist, anders als ein Handy! Aufgrund der WLAN-Verbindung würde ich diese Waage niemandem empfehlen. Schaut euch stattdessen Systeme an, die Bluetooth für die Kommunikation verwenden. Ich werde sie auch durch eine Waage mit Bluetooth-Verbindung ersetzen."
499,user_review,grocery-1-en_0184810-120,"I purchased these in February. Recently I tried to use them and unfortunately each time I try one my Keurig machine gives me an error message that the pod is not compatible with my machine. I have been using Donut Shop pods in my machine since I first purchased it and have never had a problem. Upon closer examination of the coffee pod, I noticed that the code printed on the top of the pod isn't very legible so I can only assume that I have a bad box. I purchased a box of 72 which is 6 boxes of 12 each. I have even tried one from each of the 6 boxes and keep getting the same error message. I know it's not my machine because other pods I try work just fine. It's only out of this shipment that I am having this issue. Very disappointing since my return window has expired. UPDATE: I talked to a customer representative who refunded by money. Thank you AMAZON for your wonderful customer support!","Ich habe die Kapseln im Februar gekauft. Vor Kurzem habe ich versucht, sie zu benutzen, aber leider gibt eine meiner Keurig-Maschinen mir jedes Mal eine Fehlermeldung, dass die Kapsel nicht mit der Maschine kompatibel ist. Ich habe seit dem Kauf Donut Shop-Kapseln in meiner Maschine benutzt und hatte nie ein Problem. Nachdem ich mir die Kaffeekapseln genauer angeguckt habe, habe ich festgestellt, dass der Code oben auf der Kapsel nicht sehr leserlich ist, also nehme ich an, dass ich einen fehlerhaften Karton erhalten habe. Ich habe einen Karton mit 72 Kapseln gekauft, also 6 Packungen à 12 Kapseln. Ich habe sogar aus allen 6 Packungen eine Kapsel ausprobiert, kriege aber immer die gleiche Fehlermeldung. Ich weiß, dass es nicht an meiner Maschine liegt, weil andere Kapseln, die ich ausprobiert habe, problemlos funktionieren. Ich habe nur mit dieser Lieferung Probleme. Sehr enttäuschend, da meine Rücksendefrist schon verstrichen ist. NACHTRAG: Ich habe mit einem Kundendienstmitarbeiter gesprochen, der mir mein Geld erstattet hat. Vielen Dank AMAZON für den wunderbaren Kundendienst!"
508,user_review,jewelry-2-en_0718681-53,"I asked the seller if the color was too yellow before buying and was told it's like antique gold, darker. Nothing close! The set looks VERY cheap. It's super shiny yellow with lots of CZs, even shinier. Looks great on the photo, but in real life I wouldn't even give it to a teenager to wear.","Ich habe den Verkäufer vor dem Kauf gefragt, ob die Farbe nicht zu gelb ist, und mir wurde gesagt, dass sie wie Altgold sei, dunkler. Nicht einmal ansatzweise! Der Artikel sieht SEHR billig aus. Es ist ein supergrelles Gelb mit viel KSZ, noch glitzernder. Sieht auf dem Foto toll aus, aber das echte Ding würde ich nicht einmal einem Teenager geben."
516,user_review,lawn_and_garden-5-en_0731382-102,"I purchased this lamp to supplement the light my new vegetable seedlings were getting from the window. I love many of the features of these lights. Pros: First, they clamp easily onto my shelf, and bend to many positions allowing me to make changes as my plants grow. The lights are cool to the touch, and haven't cause harm even when touching the plants. I believe my veggies have benefited from the lights. The lights are dimmable, but I use the strongest setting only. I have not made use of the timer, preferring to turn them on and off myself. I can see this feature as useful in an office setting with houseplants or if on vacation Cons: I do not believe these lights are strong enough to be the primary light source for nursery plants. The lights are small! When the lights burn out, I will have to buy a whole new unit.","Ich habe diese Lampe gekauft, um das Licht zu verstärken, das meine neuen Gemüsesetzlinge vom Fenster kriegen. Ich liebe viele der Eigenschaften dieser Lampen. Vorteile: Zunächst einmal lassen sie sich leicht an meinem Regal befestigen und in viele Positionen biegen, sodass ich Änderungen vornehmen kann, wenn meine Pflanzen größer werden. Die Leuchten fühlen sich kalt an und haben auch nicht zu Schäden geführt, wenn sie die Pflanzen berührt haben. Ich glaube, dass das Licht meinem Gemüse geholfen hat. Die Leuchten sind dimmbar, aber ich benutze nur die hellste Stufe. Die Zeitschaltuhr habe ich auch noch nicht benutzt, ich schalte sie lieber selber an und aus. Das kann aber in einem Büro mit Zimmerpflanzen nützlich sein oder wenn man im Urlaub ist. Nachteile: Ich glaube nicht, dass diese Leuchten stark genug sind, um als Hauptlichtquelle für aufgezogene Pflanzen zu dienen. Die Leuchten sind klein! Wenn die Birnen durchbrennen, muss ich eine komplett neue Lampe kaufen."
523,user_review,musical_instruments-4-en_0522818-189,Cool concept! Just needs some more improvements to make it a really awesome product,"Cooles Konzept! Braucht nur ein paar Verbesserungen, um es zu einem tollen Produkt zu machen"
527,user_review,other-2-en_0742256-130,"I'm sorry, what? My friend recommended the mask of this line so I bought that, this conditioner, and the all in one milk. I cannot speak for the effectiveness of the product because the smell was just not tolerable. You know that musty smell old buildings use in female restrooms to try to mask the smell of *ladies* but it just turns out as this sour, chemical, kind of musty grandma smell? Ya that's all I can think of when I smell this. You know different strokes different folks so maybe you'll like the smell. My friend said it can help even the most damaged hair, so if you don't care about scent then no worries. I know natural products aren't going to smell as pretty as some synthetic ones but I feel like more and more natural lines just care less since it will sell anyway and so now everything just smells like playdough. I've lost a few favorite lines to them changing the formula to cheaper ingredients. I don't know if that's the case here or if this is a fake (which I called Davines and they said it isn't) but this smells like Y U C K and I had to return it.","Entschuldigung, was? Eine Freundin hatte mir die Maske dieser Marke empfohlen, also habe ich die gekauft, die Spülung und die All-in-one-Milch. Ich kann nicht sagen, ob das Produkt wirkt, weil der Geruch einfach unausstehlich war. Kennt ihr diesen muffigen Geruch, den alte Gebäude in Damentoiletten verwenden, um den Geruch von *Damen* zu überdecken, der dann aber nur ein saurer, chemischer, muffiger Oma-Geruch ist? Das ist das einzige, woran ich denken kann, wenn ich das rieche. Aber über Geschmack lässt sich nicht streiten, vielleicht gefällt der Geruch euch ja. Meine Freundin hat gesagt, dass das selbst dem strapaziertesten Haar hilft, also wenn dir der Geruch nichts ausmacht, keine Sorge. Ich weiß, dass natürliche Produkte nicht so gut riechen wie synthetische, aber ich habe das Gefühl, dass es mehr und mehr natürlichen Marken mittlerweile egal ist, weil es sich sowieso verkauft und deshalb riecht jetzt alles nach Knete. Ich habe schon viele meiner Lieblingsmarken aufgeben müssen, weil die Rezeptur auf billigere Inhaltsstoffe geändert wurde. Ich weiß nicht, ob das hier auch der Fall war oder ob das eine Fälschung ist (ich habe Davines angerufen und sie meinten nein), aber das riecht EKLIG und ich musste es zurückgeben."
531,user_review,pc-2-en_0492445-103,"1 of the fans sounded out of balance out of the box. The speed controls are really wonky -- If you dial them to 100% the fans will shut off, so you need to turn it to 100% then dial it back slowly until the come back on. Build quality is mediocre, but this seems to be par for most of these types of product at this price point. The feet for holding the laptop up when it's inclined have snapped off a few times... They go back in, but it happens enough to be annoying. On a positive note, this has ideal fan placement for laptops that intake air from vents located near the top of the laptop. Many other coolers have fans toward the middle and provide very little additional airflow to a laptop with such a cooling configuration.","Einer der Lüfter lief schon direkt nach dem Auspacken nicht rund. Die Geschwindigkeitssteuerung ist wirklich merkwürdig: wenn man sie auf 100 % stellt, gehen die Lüfter aus, man muss sie also auf 100 % stellen und dann etwas zurücknehmen, bis sie wieder angehen. Die Verarbeitung ist mittelmäßig, aber das scheint für Produkte in dieser Preisspanne normal zu sein. Die Ständer, die den Laptop halten, sind schon ein paar Mal abgegangen… Sie lassen sich wieder einstecken, aber es passiert so oft, dass es nervt. Positiv kann ich festhalten, dass die Lüfterposition ideal ist für Laptops, die Luft über Lüftungsschlitze oben auf dem Laptop ansaugen. Viele andere Kühler haben Lüfter in der Mitte und bieten Laptops mit solch einer Kühlung wenig extra Luftstrom."
539,user_review,sports-4-en_0513789-90,Great backpack but overkill on the straps,"Toller Rucksack, aber bei den Riemen übertrieben"
541,user_review,sports-5-en_0058939-71,My dog hasnt destroyed it yet,Meine Hündin hat sie noch nicht zerstört
553,user_review,video_games-3-en_0470157-121,"It has a slimmer design shape that fits better in the hands, there are no sharp corners to snag on and with the power cord as a permanent attachment, it's far less prone to damage than the original XB1 controller. The downsides are: 1) The vibration effect that is triggered in action gaming feels much weaker. 2) The controller's directional joystick and buttons wear out very quickly. We are very heavy handed and tend to wear out 2-3 controllers per year. So for us, making investments in controllers yearly means we have to be picky and prudent about what we purchase. The controller could do with more durable springs; after a couple months, buttons that are used the most stop responding and the right joystick loses it's centering, IE- makes map screens zoom in and characters walk forwards without even touching the controls.","Der Controller hat ein schmaleres Design, das besser in der Hand liegt, und keine spitzen Ecken, an denen man sich verfängt. Mit dem Stromkabel, das permanent angebracht ist, wird er auch lange nicht so schnell beschädigt wie der ursprüngliche XB1-Controller. Die Nachteile sind: 1) Der Vibrationseffekt, der in Action-Spielen ausgelöst wird, fühlt sich deutlich schwächer an. 2) Der Richtungs-Joystick und die Knöpfe des Controllers nutzen schnell ab. Wir spielen ziemlich kraftvoll und brauchen 2–3 Controller im Jahr. Wenn wir jährlich in Controller investieren, müssen wir also wählerisch sein und gut aufpassen, welche wir kaufen. Der Controller könnte solidere Federn haben, denn nach nur ein paar Monaten reagieren die Knöpfe, die am meisten benutzt werden, nicht mehr und der rechte Joystick bleibt nicht mehr in der Mitte, zoomt also plötzlich in Übersichtskarten hinein oder lässt Charaktere vorwärts laufen, ohne dass man die Steuerelemente berührt."
555,user_review,watch-2-en_0222650-78,"I was disappointed upon receiving this item as the silver part that goes around the face appeared to be made of some sort of cheap plastic. It's not the fact that it was made of plastic that disappointed me as much as the fact that the plastic used made it look incredibly cheap. For me, this detail ruined the whole look for me. I also did not trust it to hold up to everyday wear so I ended up returning it. I was disappointed because it seemed like it would have been a good deal if it had not been for that. However, it you can overlook that, then it might be right for you. It was packaged well and did arrive quickly.","Ich war sehr enttäuscht, als ich den Artikel erhalten habe, weil der Silberteil, der um das Blatt geht, aus einer Art sehr billigem Plastik gemacht scheint. Was mich enttäuscht ist nicht die Tatsache, dass er aus Plastik ist, sondern dass das verwendete Plastik die Uhr unglaublich billig aussehen lässt. Dieses Detail hat für mich das gesamte Aussehen ruiniert. Ich habe auch nicht darauf vertraut, dass sie dem täglichen Tragen standhalten würde, und so habe ich sie zurückgeschickt. Ich war enttäuscht, weil es ein gutes Angebot schien, wenn das nicht gewesen wäre. Wenn das für Sie kein Problem ist, könnte das ein gutes Angebot für Sie sein. Sie war gut verpackt und kam schnell an."
