local_pair,local_sentence_index_0based,external_direction,best_similarity,match_method,local_model,local_strategy,local_matched_text,external_matched_text,best_target_index,external_column,external_sample_domain,external_sample_id,external_src,external_ref
de-en-new,33,en-de,1.0,exact,G4o,it,"Könnte es sein, dass die Google-Suche in Google Maps integriert ist?","Könnte es sein, dass die Google-Suche in Google Maps integriert ist?",276,ONLINE-A,social,manlycoffee.110351250115060992,"Könnte es sein, dass die Google Suche in Google Maps integriert ist?",Could it be that Google Search is integrated with Google Maps?
en-de-new,34,en-de,0.9634,token_f1,C35,it,"Die Gräber von Djehuty und Hery wurden am Donnerstag nach Abschluss der Restaurierungsarbeiten eingeweiht. Die Einweihung wurde vom Generalsekretär des Obersten Rates für Altertümer in Ägypten, Mostafa Waziri, dem spanischen Botschafter in Ägypten, Alvaro Iranzo, und der Präsidentin des spanischen Nationalen Forschungsrates (CSIC), Eloísa del Pino, durchgeführt. Waziri erklärte, dass die beiden Gräber durch die gemeinsame ägyptisch-spanische archäologische Mission des Obersten Rates für Altertümer und des CSIC, die seit 2002 tätig ist, entdeckt wurden. Er sagte, dass die Mission Ausgrabungs- und Restaurierungsarbeiten durchführte und Forschungen zu den Gräbern veröffentlichte, die sich im Gebiet von Dra Abu al-Naga am Westufer von Luxor befinden. Es gelang ihnen, viele Gräber, Sarkophage, Mumien und einen Begräbnisgarten freizulegen.","Die Gräber von Djehuty und Hery wurden am Donnerstag nach Abschluss der Restaurierungsarbeiten eingeweiht. Die Einweihung wurde vom Generalsekretär des Obersten Rates für Altertümer in Ägypten Mostafa Waziri, dem spanischen Botschafter in Ägypten Alvaro Iranzo und dem Präsidenten des spanischen Nationalen Forschungsrates ( CSIC) Eloísa del Pino durchgeführt. Waziri erklärte, dass die beiden Gräber durch die gemeinsame ägyptisch-spanische archäologische Mission des Obersten Rates für Altertümer und des CSIC entdeckt wurden, die seit 2002 tätig ist. Er sagte, dass die Mission Ausgrabungs- und Restaurierungsarbeiten durchführte und Forschungsergebnisse zu den Gräbern veröffentlichte, die sich im Gebiet Dra Abu al-Naga am Westufer von Luxor befinden. Es gelang ihnen, viele Gräber, Särge, Mumien und einen Begräbnisgarten freizulegen.",33,ZengHuiMT,news,egyptindependent.com.11799,"The tombs of Djehuty and Hery have been inaugurated on Thursday following the completion of restoration work. The inauguration was conducted by the Secretary General of the Supreme Council of Antiquities in Egypt Mostafa Waziri, Ambassador of Span to Egypt Alvaro Iranzo, and the President of the Spanish National Research Council (CSIC), Eloísa del Pino. Waziri explained that the two tombs were discovered through the joint Egyptian-Spanish archaeological mission from the Supreme Council of Antiquities and CSIC, working since 2002. He said that the mission carried out excavation and restoration work and published research related to the tombs, which are located in the Dra Abu al-Naga area on the west bank of Luxor. They succeeded in uncovering many tombs, coffins, mummies and a funerary garden.","Die Gräber von Djehuti und Hery wurden am Donnerstag nach Abschluss der Restaurationsarbeiten eingeweiht. Die Einweihung wurde vom Generalsekretär des Obersten Rats für Altertümer von Ägypten, Mostafa Waziri, dem Botschafter Spaniens in Ägypten, Alvaro Iranzo, und der Präsidentin des Obersten Rats für wissenschaftliche Forschung Spaniens (CSIC), Eloísa del Pino, durchgeführt. Waziri erklärte, dass die zwei Gräber während eines gemeinsamen ägyptisch-spanischen archäologischen Einsatzes des Obersten Rat für Altertümer und des CSIC, die seit 2002 zusammenarbeiten, entdeckt wurden. Er sagte, dass die Mission Ausgrabungs- und Restaurationsarbeiten durchführte und Forschung bezüglich der Gräber, die sich in der Region Dra Abu al-Naga am westlichen Nilufer von Luxor befinden, veröffentlichte. Ihnen gelang es viele Gräber, Särge, Mumien und einen Begräbnisgarten freizulegen."
de-en-new,34,en-de,0.9634,token_f1,C35,it,"Die Gräber von Djehuty und Hery wurden am Donnerstag nach Abschluss der Restaurierungsarbeiten eingeweiht. Die Einweihung wurde vom Generalsekretär des Obersten Rates für Altertümer in Ägypten, Mostafa Waziri, dem spanischen Botschafter in Ägypten, Alvaro Iranzo, und der Präsidentin des spanischen Nationalen Forschungsrates (CSIC), Eloísa del Pino, durchgeführt. Waziri erklärte, dass die beiden Gräber durch die gemeinsame ägyptisch-spanische archäologische Mission des Obersten Rates für Altertümer und des CSIC, die seit 2002 tätig ist, entdeckt wurden. Er sagte, dass die Mission Ausgrabungs- und Restaurierungsarbeiten durchführte und Forschungen zu den Gräbern veröffentlichte, die sich im Gebiet von Dra Abu al-Naga am Westufer von Luxor befinden. Es gelang ihnen, viele Gräber, Sarkophage, Mumien und einen Begräbnisgarten freizulegen.","Die Gräber von Djehuty und Hery wurden am Donnerstag nach Abschluss der Restaurierungsarbeiten eingeweiht. Die Einweihung wurde vom Generalsekretär des Obersten Rates für Altertümer in Ägypten Mostafa Waziri, dem spanischen Botschafter in Ägypten Alvaro Iranzo und dem Präsidenten des spanischen Nationalen Forschungsrates ( CSIC) Eloísa del Pino durchgeführt. Waziri erklärte, dass die beiden Gräber durch die gemeinsame ägyptisch-spanische archäologische Mission des Obersten Rates für Altertümer und des CSIC entdeckt wurden, die seit 2002 tätig ist. Er sagte, dass die Mission Ausgrabungs- und Restaurierungsarbeiten durchführte und Forschungsergebnisse zu den Gräbern veröffentlichte, die sich im Gebiet Dra Abu al-Naga am Westufer von Luxor befinden. Es gelang ihnen, viele Gräber, Särge, Mumien und einen Begräbnisgarten freizulegen.",33,ZengHuiMT,news,egyptindependent.com.11799,"Die Gräber von Djehuti und Hery wurden am Donnerstag nach Abschluss der Restaurationsarbeiten eingeweiht. Die Einweihung wurde vom Generalsekretär des Obersten Rats für Altertümer von Ägypten, Mostafa Waziri, dem Botschafter Spaniens in Ägypten, Alvaro Iranzo, und der Präsidentin des Obersten Rats für wissenschaftliche Forschung Spaniens (CSIC), Eloísa del Pino, durchgeführt. Waziri erklärte, dass die zwei Gräber während eines gemeinsamen ägyptisch-spanischen archäologischen Einsatzes des Obersten Rat für Altertümer und des CSIC, die seit 2002 zusammenarbeiten, entdeckt wurden. Er sagte, dass die Mission Ausgrabungs- und Restaurationsarbeiten durchführte und Forschung bezüglich der Gräber, die sich in der Region Dra Abu al-Naga am westlichen Nilufer von Luxor befinden, veröffentlichte. Ihnen gelang es viele Gräber, Särge, Mumien und einen Begräbnisgarten freizulegen.","The tombs of Djehuty and Hery have been inaugurated on Thursday following the completion of restoration work. The inauguration was conducted by the Secretary General of the Supreme Council of Antiquities in Egypt Mostafa Waziri, Ambassador of Span to Egypt Alvaro Iranzo, and the President of the Spanish National Research Council (CSIC), Eloísa del Pino. Waziri explained that the two tombs were discovered through the joint Egyptian-Spanish archaeological mission from the Supreme Council of Antiquities and CSIC, working since 2002. He said that the mission carried out excavation and restoration work and published research related to the tombs, which are located in the Dra Abu al-Naga area on the west bank of Luxor. They succeeded in uncovering many tombs, coffins, mummies and a funerary garden."
en-de-new,35,en-de,0.2887,token_f1,G35,tear,"Die Menschheit erscheint in 5 Tagen. Es ist aufregend, nervenaufreibend, stressig und all die guten Dinge, die ich an der Arbeit in Spielen liebe. Was werden die Leute davon halten? Ich mag es, aber wird es in der Lage sein, ein Publikum der richtigen Spieler anzuziehen? Wird um das benutzergenerierte Inhaltsstück des Spiels eine Gemeinschaft entstehen? (Ich hoffe wirklich.) Die Geschichte des Spiels, die Ideen und Fragen, die sie inspiriert, wirken zeitgemäß. Ich hoffe, dass alles gut läuft.","Jeder Künstler war dort, hat die gleichen Fehler gemacht. Gute Kritik ist da, um das Problem schnell zu beheben, und richtet sich nicht an Ihre Fähigkeiten. Es wird vorausgesetzt, dass Sie in der Lage sind, das Problem zu beheben oder eine Lösung zu finden.",344,ONLINE-G,social,viridian.110348408105752000,"Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.","Jeder Künstler war schon einmal an diesem Punkt, hat die gleichen Fehler gemacht. Gute Kritik hilft, das Problem schnell zu beheben, und richtet sich nicht gegen deine Fähigkeiten. Vorausgesetzt, dass du das Problem beheben oder eine Lösung finden kannst."
en-de-new,36,en-de,0.1212,token_f1,G4o,tear,Porro hatte einen misslungenen Nachmittag gegen Leicester (Bild: Getty),"Die Polizei hatte nach eigenen Angaben eine Person verhaftet, die verdächtigt wurde, einen Polizisten vor der Kunstgalerie in der Nähe von Westminster rassistisch beleidigt zu haben.",46,NLLB_MBR_BLEU,news,guardian.114893,"One person has been arrested amid a protest outside Tate Britain, where a drag queen storytelling event for children was being hosted. The Metropolitan police said one person was arrested on suspicion of making a racially aggravated comment towards a police officer outside the art gallery near Westminster. No injuries have been reported and officers remain at the scene, the force said.","Inmitten eines Protests vor der Tate Britain wurde eine Person verhaftet. Dort wurde eine Veranstaltung für Kinder, bei der eine Dragqueen Geschichten erzählte, veranstaltet. Laut der Metropolitan Police wurde eine Person festgenommen, weil sie verdächtigt wird, vor der Kunstgalerie in der Nähe von Westminster eine rassistische Äußerung gegenüber einem Polizeibeamten gemacht zu haben. Es wurden keine Verletzungen gemeldet und Beamte sind weiter vor Ort, so die Polizei."
en-de-new,37,en-de,1.0,exact,C3,it,Wie würden Sie persönliche Bibliotheken teilen?,Wie würden Sie persönliche Bibliotheken teilen?,294,AIRC,social,mo8it.110349823511154000,How would you share personal libraries?,Wie würdest du persönliche Bibliotheken teilen?
de-en-new,37,en-de,1.0,exact,C3,it,Wie würden Sie persönliche Bibliotheken teilen?,Wie würden Sie persönliche Bibliotheken teilen?,294,AIRC,social,mo8it.110349823511154000,Wie würdest du persönliche Bibliotheken teilen?,How would you share personal libraries?
en-de-new,38,en-de,0.9434,token_f1,G4o,tear,"Das Buch war schwer zu verfolgen, da es oft hin und her sprang. Auch der Titel passt nicht zur Geschichte. Der Autor deutete an, dass mehrere Personen von diesem Alien infiziert wurden, ließ jedoch viele Details darüber aus, wann oder wie es geschah. Ich war manchmal verwirrt und musste oft zurückgehen und erneut lesen, um sicherzustellen, dass ich nichts verpasst hatte.","Das Buch war schwer zu verfolgen, da es viel hin und her sprang. Auch der Titel passt nicht zur Geschichte. Der Autor deutete an, dass mehrere Personen von diesem Alien infiziert wurden, ließ jedoch viele Details aus, wann oder wie es passierte. Ich war manchmal verwirrt und musste oft zurückgehen und viel erneut lesen, um sicherzustellen, dass ich nichts verpasst habe.",486,GPT4-5shot,user_review,digital_ebook_purchase-1-en_0353348-58,"The book was hard to keep up with as it jumped around a lot. Also the title doesn’t fit the story. The author indicated several people were infected by this alien, however left out may details on when or how it happened. I was confused at times and had to go back and re read a lot to make sure I didn’t miss anything.","Es war schwer, dem Buch zu folgen, da es viel hin und her sprang. Der Name passt auch nicht zur Geschichte. Der Autor sagt, dass mehrere Menschen von diesem Alien infiziert wurden, ließ aber Details aus, wann und wie das passierte. Ich war manchmal verwirrt und musste zurückgehen und viele Passagen nochmal lesen, um sicherzustellen, dass ich nichts überlesen habe."
de-en-new,38,en-de,0.9434,token_f1,G4o,tear,"Das Buch war schwer zu verfolgen, da es oft hin und her sprang. Auch der Titel passt nicht zur Geschichte. Der Autor deutete an, dass mehrere Personen von diesem Alien infiziert wurden, ließ jedoch viele Details darüber aus, wann oder wie es geschah. Ich war manchmal verwirrt und musste oft zurückgehen und erneut lesen, um sicherzustellen, dass ich nichts verpasst hatte.","Das Buch war schwer zu verfolgen, da es viel hin und her sprang. Auch der Titel passt nicht zur Geschichte. Der Autor deutete an, dass mehrere Personen von diesem Alien infiziert wurden, ließ jedoch viele Details aus, wann oder wie es passierte. Ich war manchmal verwirrt und musste oft zurückgehen und viel erneut lesen, um sicherzustellen, dass ich nichts verpasst habe.",486,GPT4-5shot,user_review,digital_ebook_purchase-1-en_0353348-58,"Es war schwer, dem Buch zu folgen, da es viel hin und her sprang. Der Name passt auch nicht zur Geschichte. Der Autor sagt, dass mehrere Menschen von diesem Alien infiziert wurden, ließ aber Details aus, wann und wie das passierte. Ich war manchmal verwirrt und musste zurückgehen und viele Passagen nochmal lesen, um sicherzustellen, dass ich nichts überlesen habe.","The book was hard to keep up with as it jumped around a lot. Also the title doesn’t fit the story. The author indicated several people were infected by this alien, however left out may details on when or how it happened. I was confused at times and had to go back and re read a lot to make sure I didn’t miss anything."
en-de-new,39,en-de,0.3309,token_f1,GP,tear,"## German Translation:  Für die kommenden Sitzungen habe ich nach Bedarf gefragt, da ich die Demo des (Meme)-Projekts gesehen habe. Sie machen Offline-Untertitelung. Das ist also etwas einfacher als das, was wir tun. Sie haben immer noch die gleichen Segmentierungsprobleme und so weiter. Aber ihre Mission in der Übersetzung ist die Verkürzung, einfach weil die Daten kürzer werden. Und das liegt daran, dass ihre Zielgröße die Untertitel sind, die für Menschen mit Hörbehinderung erstellt werden. Es gibt also eine natürliche Verkürzung in den Daten. Es wäre toll, wenn wir auch eine solche Art von Daten finden könnten, bei der eine natürliche Verkürzung stattfindet. Wir würden sie in die Architektur einbauen.  ","(PERSON1) Ja, weil ich denke, es ist eine Methode, die sehr einfach zu testen ist, und es sollte immer im Gegensatz mit den beiden Encodern getestet werden, und ich würde erwarten, dass manchmal besser und manchmal schlechter sein als die beiden Encoder, abhängig von der genauen Aufgabe wie was genau die zweite Sache ist, die Sie kodieren. Also, vielleicht, wenn Sie zwei Kopien zwei Paraphrasen des gleichen Satzes, vielleicht ist es irgendwie verwirrend für die Aufmerksamkeit also egal, ich weiß nicht.",403,NLLB_MBR_BLEU,speech,elitr_minuting-19,"(PERSON1) Yeah, because I think it's a method which is very easy to test, and it always should be tested in contrast with the two encoders, and I would expect sometimes to be better and sometimes to be worse than the two encoders set up, depending on the exact task like what exactly is the second thing that you are encoding. So, maybe if you have two copies two paraphrases of the same sentence, maybe it is somehow confusing for the attention so whatever, I don't know. Behaviour also could be different for the old sequence-to-sequence methods, compared to transformer, so for RNN then it behaved differently maybe with transformer it's yeah, it's harder to train so maybe you need to whatever increase warm-ups number, warm-up sets.","(PERSON1) Ja, weil ich denke, dass es sich um eine Methode handelt, die sehr einfach zu testen ist, und sie sollte immer im Vergleich mit den beiden Encodern getestet werden, und ich würde erwarten, dass sie manchmal besser und manchmal schlechter abschneidet als die mit den beiden Encodern, abhängig von der genauen Aufgabe, also was genau das zweite Ding ist, das Sie kodieren. Falls Sie also zwei Kopien, zwei Umschreibungen desselben Satzes haben, ist es vielleicht irgendwie verwirrend für die Aufmerksamkeit, was auch immer, ich weiß es nicht. Das Verhalten könnte bei den alten Sequenz-zu-Sequenz-Methoden verglichen mit dem Transformator auch anders sein, also bei RNN verhält es sich dann anders, vielleicht ist es beim Transformator, ja, schwieriger zu trainieren, also müssen Sie vielleicht die Anzahl der Aufwärmungen, der Aufwärmsätze erhöhen."
en-de-new,40,en-de,0.2979,token_f1,GP,tear,Trumps prestigeträchtiges Gebäude in der Wall Street 40 steht wegen sinkender Einnahmen unter Beobachtung der Kreditgeber: Bericht.  ,"Donald Trumps mit einer hohen Hypothek belasteter Wolkenkratzer in der Wall Street 40 steht angesichts sinkender Einnahmen und steigender Kosten unter Beobachtung der Kreditgeber, berichtete Bloomberg am Freitag. Die Leerstandsquote in dem 72-stöckigen Gebäude - Trumps wertvollstes Gebäude - stieg im dritten Quartal des vergangenen Jahres auf fast 18 %, wie aus einem monatlichen Bericht über die verbleibende 126,5-Millionen-Dollar-Hypothek des Gebäudes hervorgeht, berichtet Bloomberg. Die Ausgaben sind seit der Aufnahme der Hypothek im Jahr 2015 um 11 % gestiegen. Trump hat oft mit dem Gebäude geprahlt, das er 1995 erworben hat und das 2015 auf 540 Millionen Dollar geschätzt wurde.",50,ONLINE-W,news,huffingtonpost.com.50412,"Donald Trump's heavily mortgaged skyscraper at 40 Wall Street is on ""lender watch"" amid plummeting income and increasing costs, Bloomberg reported Friday. The vacancy rate at the 72-story building - Trump's most valuable - jumped to almost 18% in the third quarter of last year, according to a monthly filing on the building's remaining $126.5 million mortgage, Bloomberg reported. Expenses, meanwhile, have reportedly risen 11% since the origin of the 2015 mortgage. Trump has often bragged about the building he acquired in 1995, which was appraised at $540 million in 2015.","Donald Trumps mit hohen Hypotheken belasteter Wolkenkratzer auf der Wall Street 40 ist vor dem Hintergrund sinkenden Einkommens und wachsender Kosten unter „Kreditgeberbeobachtung“, berichtete Bloomberg am Freitag. Die Leerstandsquote des 72-stöckigen Gebäudes – Trumps wertvollstem – sprang im dritten Quartal des letzten Jahres laut einer monatlichen Einreichung über die verbleibende 126,5 Mio. $ hohe Hypothek auf fast 18 %, berichtete Bloomberg. Die Ausgaben sind Berichten zufolge währenddessen seit dem Beginn der Hypothek 2015 um 11 % gestiegen. Trump hat oft mit dem Gebäude geprahlt, das er 1995 erworben hat und das im Jahr 2015 auf einen Wert von 540 Mio. $ geschätzt wurde."
en-de-new,41,en-de,0.2857,token_f1,G4o,it,"Da ein neuer #FFXIV-Raid-Tier bevorsteht, habe ich schon lange gedacht: ""Mann, ich würde gerne richtig raiden, aber Party Finder klingt chaotisch, und ich werde nie eine feste Gruppe finden, die mich aufnimmt.""","Ich mag die Software und den Domainnamen, den ich für meine Instanz bekommen habe, ziemlich gerne. Aber irgendwie habe ich das Gefühl, dass ich diese Instanz sozusagen auf dem falschen Fuß gestartet habe. Und ich habe mich dort nie richtig wohl gefühlt. Ich werde hier noch ein bisschen länger verweilen und darüber nachdenken, ob ich überhaupt migrieren sollte.",324,GPT4-5shot,social,riesling.110349809063676992,"I quite like akkoma the software and the domain name I got for my instance. But I feel somehow I started this instance on the wrong foot, so to speak. And I never got comfy there. Will still linger a bit longer on here and think about whether I should migrate at all.","Ich finde akkoma, die Software und den Domainnamen, den ich für meine Instanz bekommen habe, ziemlich gut. Aber ich habe das Gefühl, dass ich diese Instanz sozusagen auf dem falschen Fuß angefangen habe. Und ich habe mich damit nie wohlgefühlt. Ich werde noch ein bisschen länger hier verweilen und darüber nachdenken, ob ich überhaupt migrieren sollte."
en-de-new,42,en-de,0.3143,token_f1,C3,it,"Aber nach ~Jahrzehnten~, in denen ich so gut wie nichts gelesen habe (mit Ausnahme von funktionaler, berufsbezogener Sachliteratur und gelegentlich einem Selbsthilfebuch), habe ich mir das Ziel gesetzt, im Jahr 2023 23 Bücher zu lesen.","Und das auch, obwohl ich hier in den letzten beiden Nächten nicht so gut geschlafen habe wie zu Hause und ein wenig #MECFS habe, weil ich mich einfach in einem fremden Umfeld befinde, in dem ich mich nicht so gut zurechtfinde und mir merken muss, wo was ist.",334,refA,social,Splodgenoodles.110347870538880000,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","Und das auch, obwohl ich hier in den letzten beiden Nächten nicht so gut geschlafen habe wie zu Hause und ein wenig #MECFS habe, weil ich mich einfach in einem fremden Umfeld befinde, in dem ich mich nicht so gut zurechtfinde und mir merken muss, wo was ist."
en-de-new,43,en-de,0.3506,token_f1,C35,it,"Ich habe versucht, ich schätze zwei Token und ja, wie weil in der ersten Version hatten wir den Verdacht, dass das Token selbst auch tokenisiert werden könnte, also habe ich es dann mit einem anderen Token ersetzt, das nicht nur für diesen Zweck gedacht ist, weil wir ein vortrainiertes Wörterbuch verwendet haben, und dieses Wörterbuch enthielt keine Trennzeichen-Token. Also habe ich ein Token verwendet, von dem ich annahm, dass es nicht in mehrere Teile tokenisiert würde und so nur einmal auftauchen würde. Ich hatte keine Garantie, dass dieses Token nicht an anderen Stellen im Satz auftauchen könnte und dass es nur an dieser Stelle auftauchen könnte. Also hätte man es sorgfältiger machen können, ja, da stimme ich zu.","Ich war enttäuscht, als ich diesen Artikel erhielt, da der silberne Teil, der um das Gesicht geht, aus einer Art billigem Plastik zu bestehen schien. Es ist nicht die Tatsache, dass es aus Plastik war, die mich so sehr enttäuscht hat, wie die Tatsache, dass das verwendete Plastik es unglaublich billig aussehen ließ. Für mich hat dieses Detail den ganzen Look für mich ruiniert. Ich habe auch nicht darauf vertraut, dass es dem Alltag standhält, also habe ich es am Ende zurückgegeben. Ich war enttäuscht, weil es so aussah, als wäre es ein gutes Geschäft gewesen, wenn es das nicht gegeben hätte. Wenn Sie das jedoch übersehen können, dann könnte es für Sie richtig sein. Es war gut verpackt und kam schnell an.",555,ONLINE-G,user_review,watch-2-en_0222650-78,"I was disappointed upon receiving this item as the silver part that goes around the face appeared to be made of some sort of cheap plastic. It's not the fact that it was made of plastic that disappointed me as much as the fact that the plastic used made it look incredibly cheap. For me, this detail ruined the whole look for me. I also did not trust it to hold up to everyday wear so I ended up returning it. I was disappointed because it seemed like it would have been a good deal if it had not been for that. However, it you can overlook that, then it might be right for you. It was packaged well and did arrive quickly.","Ich war sehr enttäuscht, als ich den Artikel erhalten habe, weil der Silberteil, der um das Blatt geht, aus einer Art sehr billigem Plastik gemacht scheint. Was mich enttäuscht ist nicht die Tatsache, dass er aus Plastik ist, sondern dass das verwendete Plastik die Uhr unglaublich billig aussehen lässt. Dieses Detail hat für mich das gesamte Aussehen ruiniert. Ich habe auch nicht darauf vertraut, dass sie dem täglichen Tragen standhalten würde, und so habe ich sie zurückgeschickt. Ich war enttäuscht, weil es ein gutes Angebot schien, wenn das nicht gewesen wäre. Wenn das für Sie kein Problem ist, könnte das ein gutes Angebot für Sie sein. Sie war gut verpackt und kam schnell an."
en-de-new,44,en-de,0.129,token_f1,GP,tear,Das Material wurde von Vision Supplies gerippt.  ,"Die Polizei hatte nach eigenen Angaben eine Person verhaftet, die verdächtigt wurde, einen Polizisten vor der Kunstgalerie in der Nähe von Westminster rassistisch beleidigt zu haben.",46,NLLB_MBR_BLEU,news,guardian.114893,"One person has been arrested amid a protest outside Tate Britain, where a drag queen storytelling event for children was being hosted. The Metropolitan police said one person was arrested on suspicion of making a racially aggravated comment towards a police officer outside the art gallery near Westminster. No injuries have been reported and officers remain at the scene, the force said.","Inmitten eines Protests vor der Tate Britain wurde eine Person verhaftet. Dort wurde eine Veranstaltung für Kinder, bei der eine Dragqueen Geschichten erzählte, veranstaltet. Laut der Metropolitan Police wurde eine Person festgenommen, weil sie verdächtigt wird, vor der Kunstgalerie in der Nähe von Westminster eine rassistische Äußerung gegenüber einem Polizeibeamten gemacht zu haben. Es wurden keine Verletzungen gemeldet und Beamte sind weiter vor Ort, so die Polizei."
en-de-new,45,en-de,0.9811,token_f1,G35,tear,Dies ist für die Komponentenbibliothek von Wikipedia (OOUI). Es handelt sich größtenteils um semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (die connectedCallback bietet).,Dies ist für die Komponentenbibliothek (OOUI) von Wikipedia. Es handelt sich größtenteils um semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (was connectedCallback bietet).,257,ONLINE-B,social,krinkle.110351251103976000,"This is for Wikipedia's component library (OOUI). It is mostly semantic HTML with CSS, and generally does not require custom elements (which offers connectedCallback).",Dies ist für Wikipedias Komponentenbibliothek (OOUI). Es ist vor allem semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (die connectedCallback bietet).
de-en-new,45,en-de,0.9811,token_f1,G35,tear,Dies ist für die Komponentenbibliothek von Wikipedia (OOUI). Es handelt sich größtenteils um semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (die connectedCallback bietet).,Dies ist für die Komponentenbibliothek (OOUI) von Wikipedia. Es handelt sich größtenteils um semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (was connectedCallback bietet).,257,ONLINE-B,social,krinkle.110351251103976000,Dies ist für Wikipedias Komponentenbibliothek (OOUI). Es ist vor allem semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (die connectedCallback bietet).,"This is for Wikipedia's component library (OOUI). It is mostly semantic HTML with CSS, and generally does not require custom elements (which offers connectedCallback)."
en-de-new,46,en-de,0.2619,token_f1,C3,tear,"Nicholas arbeitet mit Landwirten zusammen, um den Einsatz von Pestiziden zu reduzieren und gleichzeitig Wege zu finden, die durch den Klimawandel und Schädlinge wie den Herbstheerwurm verursachten Probleme anzugehen, der Maiskulturen verwüsten kann.","Ich hatte das Glück, 2011 ein unvergessliches halbes Jahr mit Nicholas zusammen zu verbringen, um eine Reihe von Projekten zu unterstützen. Als wir am Wochenende zusammenkamen, war ich begeistert, von den Fortschritten zu hören, insbesondere bei der Pflanzung von Bäumen und der Unterstützung von Betrieben. Tausende von Bäumen wurden gepflanzt und die Landwirte haben durch eine Reihe von Interventionen, von der Unterstützung durch den Kauf von Ausrüstung bis hin zur Ausbildung, erhöhte Ernteerträge erzielt.",157,NLLB_Greedy,social,ashanti-development-working-with-farming-communities-in-ghana.110350775326024000,"I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects. When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support. Thousands of trees have been established and farmers have seen increased crop yields through a range of interventions from support with equipment purchases to training.","Ich hatte das Glück, 2011 sechs unvergessliche Monate an der Seite von Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende trafen, war ich hocherfreut vom Fortschritt zu erfahren, insbesondere beim Pflanzen von Bäumen und der Unterstützung der Landwirtschaft. Tausende Bäume wurden gepflanzt und die Bauern haben durch eine Reihe von Maßnahmen – von der Unterstützung beim Kauf von Geräten bis hin zu Schulungen – ihre Ernten steigern können."
en-de-new,47,en-de,0.0909,token_f1,GP,it,Ihr Fall: Quelle: Verwirrende Handlung,"Papa sagt, dass Tochter ihr eigenes Leben genommen hat, nachdem sie an der NJ-Schule beschimpft wurde",12,AIRC,news,cbsnews.120102,Dad says daughter took her own life after being bullied at NJ school,"Der Vater sagt, die Tochter nahm sich das Leben, nachdem sie in einer Schule in New Jersey gemobbt wurde"
