pair,strategy,mbr_utility,sentence_index_0based,selected_model,selected_model_name,selected_bleurt,meprs_model,meprs_bleurt
en-de,tear,chrf_pp,23,C35,Claude-3.5-Sonnet,67.03800559043884,C3,69.72994208335876
en-de,tear,chrf_pp,24,G35,GPT-3.5-Turbo,70.92769145965576,C3,75.89982151985168
en-de,tear,chrf_pp,25,G4o,GPT-4o,73.0653464794159,GP,78.11530232429504
en-de,tear,chrf_pp,26,G35,GPT-3.5-Turbo,95.76386213302612,G35,95.76386213302612
en-de,tear,chrf_pp,27,GP,Gemini-Pro,48.30254316329956,C35,54.82102036476135
en-de,tear,chrf_pp,28,G35,GPT-3.5-Turbo,80.23384213447571,C3,85.5586588382721
en-de,tear,chrf_pp,29,G4o,GPT-4o,65.14561176300049,C3,75.1992404460907
en-de,tear,chrf_pp,30,C35,Claude-3.5-Sonnet,71.38222455978394,C3,74.76966381072998
en-de,tear,chrf_pp,31,G4o,GPT-4o,66.0324215888977,G4o,66.0324215888977
en-de,tear,chrf_pp,32,C3,Claude-3-Opus,67.39303469657898,G35,68.75933408737183
en-de,tear,chrf_pp,33,C3,Claude-3-Opus,88.90538215637207,G35,84.12250876426697
en-de,tear,chrf_pp,34,GP,Gemini-Pro,71.6394305229187,G4o,77.22576260566711
en-de,tear,chrf_pp,35,C3,Claude-3-Opus,69.28440928459167,C35,69.74440813064575
en-de,tear,chrf_pp,36,G35,GPT-3.5-Turbo,77.07141041755676,C35,77.2944986820221
en-de,tear,chrf_pp,37,G4o,GPT-4o,83.68214964866638,G35,96.18461728096008
en-de,tear,chrf_pp,38,GP,Gemini-Pro,77.51136422157288,C35,78.85777354240417
en-de,tear,chrf_pp,39,GP,Gemini-Pro,58.645081520080566,G4o,66.76244139671326
en-de,tear,chrf_pp,40,G4o,GPT-4o,76.16721987724304,G4o,76.16721987724304
en-de,tear,chrf_pp,41,G35,GPT-3.5-Turbo,63.3461058139801,G35,63.3461058139801
en-de,tear,chrf_pp,42,C3,Claude-3-Opus,81.69797658920288,C3,81.69797658920288
en-de,tear,chrf_pp,43,G4o,GPT-4o,57.527101039886475,C3,61.95683479309082
en-de,tear,chrf_pp,44,G35,GPT-3.5-Turbo,67.87031888961792,C35,98.83032441139221
en-de,tear,chrf_pp,45,G35,GPT-3.5-Turbo,82.25564360618591,G35,82.25564360618591
en-de,tear,chrf_pp,46,C3,Claude-3-Opus,78.83880138397217,GP,80.64195513725281
en-de,tear,chrf_pp,47,G35,GPT-3.5-Turbo,96.13311886787415,C3,96.13311886787415
en-de,tear,chrf_pp,48,C3,Claude-3-Opus,68.31969022750854,C3,68.31969022750854
en-de,tear,chrf_pp,49,C3,Claude-3-Opus,66.7626142501831,G4o,71.1247444152832
en-de,tear,chrf_pp,50,C35,Claude-3.5-Sonnet,83.67744088172913,C35,83.67744088172913
en-de,tear,chrf_pp,51,G4o,GPT-4o,74.90288615226746,C35,75.4008948802948
en-de,tear,chrf_pp,52,C3,Claude-3-Opus,72.85675406455994,G4o,75.52971243858337
en-de,tear,chrf_pp,53,GP,Gemini-Pro,72.82920479774475,G35,73.23331236839294
en-de,tear,chrf_pp,54,GP,Gemini-Pro,68.41493248939514,GP,68.41493248939514
en-de,tear,chrf_pp,55,C35,Claude-3.5-Sonnet,62.578487396240234,C3,73.1103241443634
en-de,tear,chrf_pp,56,C35,Claude-3.5-Sonnet,84.33416485786438,GP,86.84528470039368
en-de,tear,chrf_pp,57,G35,GPT-3.5-Turbo,72.93490171432495,C3,80.87038397789001
en-de,tear,chrf_pp,58,G35,GPT-3.5-Turbo,74.95374083518982,G35,74.95374083518982
en-de,tear,chrf_pp,59,G35,GPT-3.5-Turbo,82.19181895256042,C35,90.58663845062256
en-de,tear,chrf_pp,60,GP,Gemini-Pro,81.09673857688904,C3,89.08166289329529
en-de,tear,chrf_pp,61,C3,Claude-3-Opus,65.53897261619568,C3,65.53897261619568
en-de,tear,chrf_pp,62,G4o,GPT-4o,78.80415916442871,C35,79.80866432189941
en-de,tear,chrf_pp,63,G35,GPT-3.5-Turbo,47.5169837474823,G4o,56.714314222335815
en-de,tear,chrf_pp,64,C35,Claude-3.5-Sonnet,68.5528814792633,G35,65.5349850654602
en-de,tear,chrf_pp,65,GP,Gemini-Pro,87.68805861473083,G4o,96.75001502037048
en-de,tear,chrf_pp,66,C35,Claude-3.5-Sonnet,73.00981879234314,C3,76.91665291786194
en-de,tear,chrf_pp,67,G4o,GPT-4o,78.7185788154602,G4o,78.7185788154602
en-de,tear,chrf_pp,68,C35,Claude-3.5-Sonnet,79.60212826728821,C3,80.9246301651001
en-de,tear,chrf_pp,69,C35,Claude-3.5-Sonnet,74.64303374290466,GP,75.05760788917542
en-de,tear,chrf_pp,70,G4o,GPT-4o,71.30505442619324,C3,74.81020092964172
en-de,tear,chrf_pp,71,C3,Claude-3-Opus,70.5711305141449,C3,70.5711305141449
en-de,tear,chrf_pp,72,C35,Claude-3.5-Sonnet,64.98407125473022,C35,64.98407125473022
en-de,tear,chrf_pp,73,GP,Gemini-Pro,69.71850395202637,C3,74.8345673084259
en-de,tear,chrf_pp,74,G4o,GPT-4o,77.95854210853577,C3,79.0403664112091
en-de,tear,chrf_pp,75,C35,Claude-3.5-Sonnet,56.3848614692688,C3,56.70201778411865
en-de,tear,chrf_pp,76,C3,Claude-3-Opus,92.95762181282043,GP,92.95762181282043
en-de,tear,chrf_pp,77,C3,Claude-3-Opus,80.76334595680237,C35,82.50460028648376
en-de,tear,chrf_pp,78,C35,Claude-3.5-Sonnet,80.46297430992126,GP,81.05748295783997
en-de,tear,chrf_pp,79,G4o,GPT-4o,61.250656843185425,G35,68.30501556396484
en-de,tear,chrf_pp,80,C35,Claude-3.5-Sonnet,76.64910554885864,C35,76.64910554885864
en-de,tear,chrf_pp,81,C3,Claude-3-Opus,62.174880504608154,G35,63.31937313079834
en-de,tear,chrf_pp,82,G4o,GPT-4o,81.06041550636292,G35,79.83004450798035
en-de,tear,chrf_pp,83,C35,Claude-3.5-Sonnet,73.82394671440125,C3,74.15527701377869
en-de,tear,chrf_pp,84,C35,Claude-3.5-Sonnet,79.62239980697632,G35,83.72777700424194
en-de,tear,chrf_pp,85,G4o,GPT-4o,69.32827830314636,C3,72.47083783149719
en-de,tear,chrf_pp,86,G4o,GPT-4o,81.88003897666931,G4o,81.88003897666931
en-de,tear,chrf_pp,87,C35,Claude-3.5-Sonnet,59.300220012664795,GP,59.984904527664185
en-de,tear,chrf_pp,88,G35,GPT-3.5-Turbo,101.93604230880737,C3,101.93604230880737
en-de,tear,chrf_pp,89,G4o,GPT-4o,77.66083478927612,G4o,77.66083478927612
en-de,tear,chrf_pp,90,C3,Claude-3-Opus,75.11704564094543,G35,78.18170189857483
en-de,tear,chrf_pp,91,C3,Claude-3-Opus,68.11135411262512,C35,76.69073939323425
en-de,tear,chrf_pp,92,C35,Claude-3.5-Sonnet,68.68346333503723,C3,72.48886823654175
en-de,tear,chrf_pp,93,G4o,GPT-4o,82.27030634880066,GP,84.02315974235535
en-de,tear,chrf_pp,94,C35,Claude-3.5-Sonnet,74.07926917076111,G35,75.78321695327759
en-de,tear,chrf_pp,95,C35,Claude-3.5-Sonnet,66.00518226623535,C35,66.00518226623535
en-de,tear,chrf_pp,96,G35,GPT-3.5-Turbo,98.77400398254395,C35,98.77400398254395
en-de,tear,chrf_pp,97,C3,Claude-3-Opus,67.37986207008362,G35,68.74377131462097
en-de,tear,chrf_pp,98,G4o,GPT-4o,78.90171408653259,G4o,78.90171408653259
en-de,tear,chrf_pp,99,C3,Claude-3-Opus,82.76722431182861,C3,82.76722431182861
en-de,tear,chrf_pp,100,G4o,GPT-4o,76.41741633415222,C3,82.16584324836731
en-de,tear,chrf_pp,101,C3,Claude-3-Opus,69.46355700492859,C3,69.46355700492859
en-de,tear,chrf_pp,102,C3,Claude-3-Opus,80.34506440162659,G4o,83.0151617527008
en-de,tear,chrf_pp,103,G35,GPT-3.5-Turbo,80.34797310829163,C35,83.4812879562378
en-de,tear,chrf_pp,104,G4o,GPT-4o,64.39653635025024,G4o,64.39653635025024
en-de,tear,chrf_pp,105,C35,Claude-3.5-Sonnet,91.3417637348175,C35,91.3417637348175
en-de,tear,chrf_pp,106,C3,Claude-3-Opus,74.72819089889526,GP,86.16267442703247
en-de,tear,chrf_pp,107,C35,Claude-3.5-Sonnet,79.2561948299408,C35,79.2561948299408
en-de,tear,chrf_pp,108,G4o,GPT-4o,81.39515519142151,G4o,81.39515519142151
en-de,tear,chrf_pp,109,G4o,GPT-4o,68.1890606880188,G4o,68.1890606880188
en-de,tear,chrf_pp,110,C3,Claude-3-Opus,69.4758951663971,GP,77.45932936668396
en-de,tear,chrf_pp,111,G4o,GPT-4o,93.80605220794678,C35,93.80605220794678
en-de,tear,chrf_pp,112,G35,GPT-3.5-Turbo,60.30258536338806,G4o,60.30263304710388
en-de,tear,chrf_pp,113,G35,GPT-3.5-Turbo,84.98632311820984,G35,84.98632311820984
en-de,tear,chrf_pp,114,G35,GPT-3.5-Turbo,76.44166350364685,G35,76.44166350364685
en-de,tear,chrf_pp,115,G35,GPT-3.5-Turbo,73.303884267807,C35,77.65784859657288
en-de,tear,chrf_pp,116,G35,GPT-3.5-Turbo,71.91391587257385,C35,76.06136798858643
en-de,tear,chrf_pp,117,GP,Gemini-Pro,52.943867444992065,C35,67.40034222602844
en-de,tear,chrf_pp,118,C3,Claude-3-Opus,75.78858137130737,G4o,76.21718049049377
en-de,tear,chrf_pp,119,G4o,GPT-4o,62.798577547073364,C35,74.00767803192139
en-de,tear,chrf_pp,120,G4o,GPT-4o,60.67405343055725,C35,68.84292364120483
en-de,tear,chrf_pp,121,C3,Claude-3-Opus,90.37739038467407,C3,90.37739038467407
en-de,tear,chrf_pp,122,C3,Claude-3-Opus,60.20280718803406,GP,67.84822344779968
en-de,tear,chrf_pp,123,GP,Gemini-Pro,67.36676096916199,C35,68.7817394733429
en-de,tear,chrf_pp,124,GP,Gemini-Pro,85.5559766292572,G35,93.59582662582397
en-de,tear,chrf_pp,125,GP,Gemini-Pro,65.79970121383667,C35,68.27765703201294
en-de,tear,chrf_pp,126,G4o,GPT-4o,62.71902918815613,G35,75.75843930244446
en-de,tear,chrf_pp,127,G35,GPT-3.5-Turbo,67.75423884391785,C3,68.93162131309509
en-de,tear,chrf_pp,128,G4o,GPT-4o,51.95240378379822,C35,72.01328873634338
en-de,tear,chrf_pp,129,G4o,GPT-4o,61.73301935195923,G4o,61.73301935195923
en-de,tear,chrf_pp,130,C35,Claude-3.5-Sonnet,71.34215831756592,G4o,72.4450945854187
en-de,tear,chrf_pp,131,G35,GPT-3.5-Turbo,86.48900985717773,C3,89.54218626022339
en-de,tear,chrf_pp,132,G35,GPT-3.5-Turbo,73.29789996147156,C35,78.43620181083679
en-de,tear,chrf_pp,133,C35,Claude-3.5-Sonnet,90.07448554039001,C3,97.4943995475769
en-de,tear,chrf_pp,134,GP,Gemini-Pro,54.12442684173584,C3,66.92540049552917
en-de,tear,chrf_pp,135,C3,Claude-3-Opus,82.49503970146179,C3,82.49503970146179
en-de,tear,chrf_pp,136,G4o,GPT-4o,66.28048419952393,C35,69.39322352409363
en-de,tear,chrf_pp,137,G4o,GPT-4o,84.73905920982361,G4o,84.73905920982361
en-de,tear,chrf_pp,138,C3,Claude-3-Opus,76.55838131904602,G35,68.37263703346252
en-de,tear,chrf_pp,139,C35,Claude-3.5-Sonnet,75.95785856246948,C3,79.67114448547363
en-de,tear,chrf_pp,140,G4o,GPT-4o,71.91581130027771,C35,80.93671798706055
en-de,tear,chrf_pp,141,G35,GPT-3.5-Turbo,90.636545419693,C3,97.92789816856384
en-de,tear,chrf_pp,142,C3,Claude-3-Opus,65.25474786758423,G35,79.94100451469421
en-de,tear,chrf_pp,143,G4o,GPT-4o,66.13746285438538,GP,69.0519392490387
en-de,tear,chrf_pp,144,G35,GPT-3.5-Turbo,88.36895823478699,G35,88.36895823478699
en-de,tear,chrf_pp,145,GP,Gemini-Pro,72.3490297794342,G4o,79.52576875686646
en-de,tear,chrf_pp,146,G4o,GPT-4o,71.24439477920532,C35,74.15774464607239
en-de,tear,chrf_pp,147,C3,Claude-3-Opus,78.23426127433777,C35,79.50463891029358
en-de,tear,chrf_pp,148,G4o,GPT-4o,69.74894404411316,GP,72.52189517021179
en-de,tear,chrf_pp,149,G4o,GPT-4o,98.6235499382019,GP,98.6235499382019
en-de,tear,chrf_pp,150,C35,Claude-3.5-Sonnet,75.11121034622192,C3,76.33209824562073
en-de,tear,chrf_pp,151,C3,Claude-3-Opus,80.36630749702454,C3,80.36630749702454
en-de,tear,chrf_pp,152,G4o,GPT-4o,82.06395506858826,GP,82.06395506858826
en-de,tear,chrf_pp,153,G4o,GPT-4o,75.75778365135193,G4o,75.75778365135193
en-de,tear,chrf_pp,154,G35,GPT-3.5-Turbo,78.69009375572205,C35,80.63848614692688
en-de,tear,chrf_pp,155,C35,Claude-3.5-Sonnet,80.36308884620667,C35,80.36308884620667
en-de,tear,chrf_pp,156,G4o,GPT-4o,59.66563820838928,C3,68.05676817893982
en-de,tear,chrf_pp,157,G4o,GPT-4o,77.57788896560669,G4o,77.57788896560669
en-de,tear,chrf_pp,158,GP,Gemini-Pro,65.75738787651062,G35,79.4305145740509
en-de,tear,chrf_pp,159,GP,Gemini-Pro,76.39769911766052,G4o,77.31660604476929
en-de,tear,chrf_pp,160,G4o,GPT-4o,58.202970027923584,G4o,58.202970027923584
en-de,tear,chrf_pp,161,GP,Gemini-Pro,83.52593183517456,G4o,85.48616766929626
en-de,tear,chrf_pp,162,C35,Claude-3.5-Sonnet,76.91321969032288,GP,80.36392331123352
en-de,tear,chrf_pp,163,GP,Gemini-Pro,46.78018093109131,C3,63.108015060424805
en-de,tear,chrf_pp,164,C35,Claude-3.5-Sonnet,71.14999890327454,G35,53.05778384208679
en-de,tear,chrf_pp,165,G35,GPT-3.5-Turbo,71.2312638759613,G4o,98.21158647537231
en-de,tear,chrf_pp,166,C35,Claude-3.5-Sonnet,57.90582299232483,GP,66.02879762649536
en-de,tear,chrf_pp,167,G35,GPT-3.5-Turbo,84.39114689826965,G4o,85.96484661102295
en-de,tear,chrf_pp,168,C3,Claude-3-Opus,74.34574961662292,C3,74.34574961662292
en-de,tear,chrf_pp,169,C35,Claude-3.5-Sonnet,70.6713855266571,C3,73.3079731464386
en-de,tear,chrf_pp,170,G35,GPT-3.5-Turbo,65.27337431907654,C3,69.05061602592468
en-de,tear,chrf_pp,171,GP,Gemini-Pro,61.931973695755005,C3,69.10292506217957
en-de,tear,chrf_pp,172,C35,Claude-3.5-Sonnet,76.50179266929626,G35,76.90374255180359
en-de,tear,chrf_pp,173,G35,GPT-3.5-Turbo,63.78588676452637,C35,72.36363291740417
en-de,tear,chrf_pp,174,C35,Claude-3.5-Sonnet,54.87290024757385,G35,70.50418257713318
en-de,tear,chrf_pp,175,C3,Claude-3-Opus,79.67969179153442,G4o,80.75838685035706
en-de,tear,chrf_pp,176,G35,GPT-3.5-Turbo,73.24559092521667,G4o,74.74568486213684
en-de,tear,chrf_pp,177,G4o,GPT-4o,66.79255366325378,C35,75.52719712257385
en-de,tear,chrf_pp,178,C35,Claude-3.5-Sonnet,69.85791325569153,G4o,74.7286319732666
en-de,tear,chrf_pp,179,G35,GPT-3.5-Turbo,75.36317706108093,C35,79.1563868522644
en-de,tear,chrf_pp,180,G4o,GPT-4o,76.75091624259949,C3,77.84371972084045
en-de,tear,chrf_pp,181,G4o,GPT-4o,52.15434432029724,C3,60.50150394439697
en-de,tear,chrf_pp,182,C35,Claude-3.5-Sonnet,86.5992784500122,C3,90.58154225349426
en-de,tear,chrf_pp,183,C3,Claude-3-Opus,72.37092852592468,GP,74.02371764183044
en-de,tear,chrf_pp,184,C3,Claude-3-Opus,83.67561101913452,C3,83.67561101913452
en-de,tear,chrf_pp,185,C3,Claude-3-Opus,46.347904205322266,C35,61.5154504776001
en-de,tear,chrf_pp,186,C35,Claude-3.5-Sonnet,72.55691885948181,C3,76.60192251205444
en-de,tear,chrf_pp,187,G4o,GPT-4o,68.71364712715149,C3,70.78088521957397
en-de,tear,chrf_pp,188,G35,GPT-3.5-Turbo,59.00939106941223,G4o,68.034428358078
en-de,tear,chrf_pp,189,G35,GPT-3.5-Turbo,66.19685292243958,G35,66.19685292243958
en-de,tear,chrf_pp,190,GP,Gemini-Pro,80.01172542572021,GP,80.01172542572021
en-de,tear,chrf_pp,191,C35,Claude-3.5-Sonnet,62.37873435020447,GP,63.96099925041199
en-de,tear,chrf_pp,192,G4o,GPT-4o,64.94377255439758,C35,67.20467805862427
en-de,tear,chrf_pp,193,GP,Gemini-Pro,52.628421783447266,G4o,57.64272212982178
en-de,tear,chrf_pp,194,C3,Claude-3-Opus,84.7679615020752,C35,85.39838194847107
en-de,tear,chrf_pp,195,C3,Claude-3-Opus,60.63421964645386,G4o,61.564475297927856
en-de,tear,chrf_pp,196,C3,Claude-3-Opus,59.29928421974182,C35,71.30577564239502
en-de,tear,chrf_pp,197,C3,Claude-3-Opus,70.70409655570984,G35,71.84280753135681
en-de,tear,chrf_pp,198,GP,Gemini-Pro,85.76539754867554,C3,87.3279869556427
en-de,tear,chrf_pp,199,C35,Claude-3.5-Sonnet,74.33299422264099,G4o,75.25890469551086
en-he,it,sacrebleu,0,G4o,GPT-4o,88.23923468589783,G4o,88.23923468589783
en-he,it,sacrebleu,1,C3,Claude-3-Opus,80.84452152252197,C3,80.84452152252197
en-he,it,sacrebleu,2,G35,GPT-3.5-Turbo,82.51792192459106,C35,88.42776417732239
en-he,it,sacrebleu,3,C35,Claude-3.5-Sonnet,85.34204363822937,C35,85.34204363822937
en-he,it,sacrebleu,4,C35,Claude-3.5-Sonnet,91.47247672080994,G4o,94.53741908073425
en-he,it,sacrebleu,5,G4o,GPT-4o,80.16360402107239,C3,90.63242673873901
en-he,it,sacrebleu,6,C3,Claude-3-Opus,91.71788692474365,C35,91.71788692474365
en-he,it,sacrebleu,7,G4o,GPT-4o,91.70153141021729,C3,91.7016088962555
en-he,it,sacrebleu,8,G4o,GPT-4o,78.85628342628479,G4o,78.85628342628479
en-he,it,sacrebleu,9,G35,GPT-3.5-Turbo,57.12718963623047,C35,63.18917274475098
en-he,it,sacrebleu,10,C3,Claude-3-Opus,90.8048689365387,C3,90.8048689365387
en-he,it,sacrebleu,11,C3,Claude-3-Opus,77.3026704788208,C3,77.3026704788208
en-he,it,sacrebleu,12,G4o,GPT-4o,96.39277458190918,G4o,96.39277458190918
en-he,it,sacrebleu,13,G35,GPT-3.5-Turbo,27.7284175157547,G4o,45.9023654460907
en-he,it,sacrebleu,14,G4o,GPT-4o,81.49533867835999,C35,88.80015015602112
en-he,it,sacrebleu,15,C35,Claude-3.5-Sonnet,93.15741658210754,C35,93.15741658210754
en-he,it,sacrebleu,16,G4o,GPT-4o,81.40519857406616,C35,92.49066710472107
en-he,it,sacrebleu,17,C35,Claude-3.5-Sonnet,80.46939969062805,G4o,81.08803629875183
en-he,it,sacrebleu,18,C3,Claude-3-Opus,86.013263463974,C3,86.013263463974
en-he,it,sacrebleu,19,C3,Claude-3-Opus,72.70942330360413,C3,72.70942330360413
en-he,it,sacrebleu,20,C35,Claude-3.5-Sonnet,81.93995952606201,G4o,86.58226728439331
en-he,it,sacrebleu,21,C3,Claude-3-Opus,85.25633215904236,C35,89.80044722557068
en-he,it,sacrebleu,22,G35,GPT-3.5-Turbo,67.27896928787231,C35,97.12920188903809
en-he,it,sacrebleu,23,C35,Claude-3.5-Sonnet,87.85482048988342,C35,87.85482048988342
en-he,it,sacrebleu,24,C35,Claude-3.5-Sonnet,91.0980761051178,C3,91.53072237968445
en-he,it,sacrebleu,25,G4o,GPT-4o,86.41318678855896,C35,91.63293838500977
en-he,it,sacrebleu,26,C3,Claude-3-Opus,77.20484733581543,G4o,77.39751935005188
en-he,it,sacrebleu,27,C3,Claude-3-Opus,87.07804083824158,C35,87.07804083824158
en-he,it,sacrebleu,28,C35,Claude-3.5-Sonnet,50.01206994056702,G4o,68.40445399284363
en-he,it,sacrebleu,29,C3,Claude-3-Opus,80.56812286376953,C35,80.56812286376953
en-he,it,sacrebleu,30,G35,GPT-3.5-Turbo,72.59054780006409,C35,87.4882698059082
en-he,it,sacrebleu,31,G4o,GPT-4o,72.5520372390747,C35,76.06272101402283
en-he,it,sacrebleu,32,G4o,GPT-4o,88.02174925804138,C3,93.08929443359375
en-he,it,sacrebleu,33,GP,Gemini-Pro,14.64032530784607,G4o,52.77259945869446
en-he,it,sacrebleu,34,C3,Claude-3-Opus,85.26859879493713,C35,85.26859879493713
en-he,it,sacrebleu,35,G4o,GPT-4o,76.5866219997406,G4o,76.5866219997406
en-he,it,sacrebleu,36,G35,GPT-3.5-Turbo,84.1621458530426,C35,96.27166390419006
en-he,it,sacrebleu,37,C3,Claude-3-Opus,90.52810072898865,C3,90.52810072898865
en-he,it,sacrebleu,38,C35,Claude-3.5-Sonnet,84.57499146461487,C3,80.73888421058655
en-he,it,sacrebleu,39,C35,Claude-3.5-Sonnet,92.15136170387268,C35,92.15136170387268
en-he,it,sacrebleu,40,G4o,GPT-4o,88.46001029014587,C3,91.16350412368774
en-he,it,sacrebleu,41,C3,Claude-3-Opus,78.53876948356628,G4o,88.14622163772583
en-he,it,sacrebleu,42,G4o,GPT-4o,79.99193072319031,C3,89.43819999694824
en-he,it,sacrebleu,43,G4o,GPT-4o,89.50612545013428,C35,93.19280982017517
en-he,it,sacrebleu,44,G4o,GPT-4o,83.94227623939514,C3,91.42416715621948
en-he,it,sacrebleu,45,C3,Claude-3-Opus,46.710240840911865,G4o,49.11321997642517
en-he,it,sacrebleu,46,G4o,GPT-4o,70.24262547492981,C35,81.70514702796936
en-he,it,sacrebleu,47,G35,GPT-3.5-Turbo,56.661391258239746,C3,86.1469030380249
en-he,it,sacrebleu,48,G4o,GPT-4o,98.32579493522644,G4o,98.32579493522644
en-he,it,sacrebleu,49,C3,Claude-3-Opus,90.0433599948883,C35,91.43707156181335
en-he,it,sacrebleu,50,G4o,GPT-4o,67.84079670906067,C35,89.66370820999146
en-he,it,sacrebleu,51,C3,Claude-3-Opus,89.75335955619812,C35,90.58417081832886
en-he,it,sacrebleu,52,G4o,GPT-4o,82.58801102638245,G35,71.67178988456726
en-he,it,sacrebleu,53,C35,Claude-3.5-Sonnet,95.30016779899597,C35,95.30016779899597
en-he,it,sacrebleu,54,C35,Claude-3.5-Sonnet,84.60409045219421,C3,85.99647283554077
en-he,it,sacrebleu,55,C3,Claude-3-Opus,85.5216383934021,C35,85.5216383934021
en-he,it,sacrebleu,56,C3,Claude-3-Opus,94.10955309867859,C35,94.77531313896179
en-he,it,sacrebleu,57,G4o,GPT-4o,72.98755645751953,C3,85.49532890319824
en-he,it,sacrebleu,58,C3,Claude-3-Opus,75.20970702171326,C35,86.48643493652344
en-he,it,sacrebleu,59,C3,Claude-3-Opus,41.67003631591797,C35,41.67003631591797
en-he,it,sacrebleu,60,C3,Claude-3-Opus,79.37555313110352,C3,79.37555313110352
en-he,it,sacrebleu,61,C35,Claude-3.5-Sonnet,74.84606504440308,C3,85.23663878440857
en-he,it,sacrebleu,62,G4o,GPT-4o,72.94506430625916,C3,81.60324692726135
en-he,it,sacrebleu,63,G4o,GPT-4o,92.79506802558899,G4o,92.79506802558899
en-he,it,sacrebleu,64,C35,Claude-3.5-Sonnet,92.40795969963074,C35,92.40795969963074
en-he,it,sacrebleu,65,G4o,GPT-4o,86.28135919570923,C3,89.09634351730347
en-he,it,sacrebleu,66,G4o,GPT-4o,51.78365111351013,C35,76.75725221633911
en-he,it,sacrebleu,67,G4o,GPT-4o,87.14252710342407,C3,93.74414086341858
en-he,it,sacrebleu,68,C35,Claude-3.5-Sonnet,87.37854957580566,G4o,88.31401467323303
en-he,it,sacrebleu,69,GP,Gemini-Pro,74.68501329421997,C35,88.66375684738159
en-he,it,sacrebleu,70,G4o,GPT-4o,81.59328103065491,C35,96.47244215011597
en-he,it,sacrebleu,71,C35,Claude-3.5-Sonnet,82.19615817070007,C3,85.59319376945496
en-he,it,sacrebleu,72,C35,Claude-3.5-Sonnet,75.79483389854431,G4o,80.06440997123718
en-he,it,sacrebleu,73,C35,Claude-3.5-Sonnet,86.74982786178589,G4o,86.99199557304382
en-he,it,sacrebleu,74,G4o,GPT-4o,80.85256814956665,C35,92.19316840171814
en-he,it,sacrebleu,75,G4o,GPT-4o,41.21612310409546,C3,69.25207376480103
en-he,it,sacrebleu,76,G4o,GPT-4o,74.98563528060913,GP,79.31690812110901
en-he,it,sacrebleu,77,C3,Claude-3-Opus,38.14800679683685,C35,86.88580393791199
en-he,it,sacrebleu,78,G4o,GPT-4o,77.64613032341003,G35,70.9666907787323
en-he,it,sacrebleu,79,G4o,GPT-4o,68.95216703414917,C35,76.52925252914429
en-he,it,sacrebleu,80,C35,Claude-3.5-Sonnet,88.71932625770569,C3,90.96332788467407
en-he,it,sacrebleu,81,G4o,GPT-4o,78.97155284881592,C35,78.97155284881592
en-he,it,sacrebleu,82,G35,GPT-3.5-Turbo,55.43774366378784,C35,77.7008056640625
en-he,it,sacrebleu,83,C3,Claude-3-Opus,81.88186883926392,C3,81.88186883926392
en-he,it,sacrebleu,84,G4o,GPT-4o,86.53444051742554,C3,87.49977946281433
en-he,it,sacrebleu,85,C3,Claude-3-Opus,94.52536702156067,C35,94.52536702156067
en-he,it,sacrebleu,86,G4o,GPT-4o,92.12931990623474,C35,94.97087597846985
en-he,it,sacrebleu,87,C35,Claude-3.5-Sonnet,86.35620474815369,G4o,86.40161752700806
en-he,it,sacrebleu,88,C3,Claude-3-Opus,79.97032403945923,C35,87.78772950172424
en-he,it,sacrebleu,89,G4o,GPT-4o,83.89231562614441,C35,91.15468859672546
en-he,it,sacrebleu,90,G4o,GPT-4o,87.04702854156494,G35,90.78636169433594
en-he,it,sacrebleu,91,G4o,GPT-4o,81.96198344230652,C35,82.1524441242218
en-he,it,sacrebleu,92,C3,Claude-3-Opus,83.44712853431702,C35,88.88011574745178
en-he,it,sacrebleu,93,C35,Claude-3.5-Sonnet,79.97702956199646,C35,79.97702956199646
en-he,it,sacrebleu,94,C3,Claude-3-Opus,82.31120705604553,C35,91.47225022315979
en-he,it,sacrebleu,95,G4o,GPT-4o,84.61987376213074,C3,84.61994528770447
en-he,it,sacrebleu,96,C3,Claude-3-Opus,93.50282549858093,C35,95.94166874885559
en-he,it,sacrebleu,97,GP,Gemini-Pro,83.34174752235413,C35,100.69594383239746
en-he,it,sacrebleu,98,G4o,GPT-4o,50.11456608772278,C3,60.21914482116699
en-he,it,sacrebleu,99,C35,Claude-3.5-Sonnet,79.04350757598877,C35,79.04350757598877
en-he,it,sacrebleu,100,C3,Claude-3-Opus,83.52214694023132,G4o,91.08261466026306
en-he,it,sacrebleu,101,C3,Claude-3-Opus,68.16616654396057,C35,86.83465123176575
en-he,it,sacrebleu,102,G4o,GPT-4o,76.38702988624573,C3,92.44443774223328
en-he,it,sacrebleu,103,C3,Claude-3-Opus,85.81427931785583,G35,86.17460131645203
en-he,it,sacrebleu,104,C3,Claude-3-Opus,84.07661318778992,G4o,85.67872643470764
en-he,it,sacrebleu,105,G35,GPT-3.5-Turbo,82.78147578239441,C3,92.79472827911377
en-he,it,sacrebleu,106,G4o,GPT-4o,95.11418342590332,C35,99.54427480697632
en-he,it,sacrebleu,107,GP,Gemini-Pro,82.71905183792114,C35,85.85761189460754
en-he,it,sacrebleu,108,G4o,GPT-4o,89.49919939041138,G4o,89.49919939041138
en-he,it,sacrebleu,109,C35,Claude-3.5-Sonnet,73.18286895751953,C3,78.57118248939514
en-he,it,sacrebleu,110,G4o,GPT-4o,91.9225811958313,C3,91.9225811958313
